naam,calorieen,eiwitten,koolhydraten,vetten,vezels,gewicht_per_stuk,ml_per_portie,standaard_eenheid
Babyvoeding fruit 12 mnd,64.0,0.6,14.4,0.1,1.6,150.0,0.0,stuk
Kindervoeding maaltijd 18 mnd,82.0,3.3,10.5,2.6,1.6,0.0,0.0,
Leverkaas/Berliner leverworst,319.0,12.3,4.5,27.6,0.2,0.0,0.0,
Varkensfricandeau gebraden (vleeswaar),117.0,21.6,1.3,2.8,0.4,0.0,0.0,
Zult zure,264.0,12.5,1.7,23.0,0.0,0.0,0.0,
Worst tongen-,247.0,17.2,2.0,18.8,0.1,0.0,0.0,
Spek ontbijt- gegrild,261.0,15.2,0.5,22.1,0.0,0.0,0.0,
Ham achter- gegrild,119.0,18.9,1.8,3.9,0.1,0.0,0.0,
Ham been-,127.0,18.3,2.2,5.0,0.1,0.0,0.0,
Knackebrod volkoren,363.0,10.9,64.0,4.0,13.7,0.0,0.0,
Varkensribkarbonade,150.0,22.6,0.0,6.6,0.0,0.0,0.0,
Varkensschnitzel ongepaneerd bereid,142.0,28.3,0.0,3.2,0.1,60.0,0.0,
Varkensschnitzel ongepaneerd,109.0,22.6,0.0,2.0,0.0,0.0,0.0,
Room spuitbus m suiker,305.0,2.3,11.0,28.0,0.0,150.0,0.0,stuk
Maaltijdvervanger Modifast Intensive Muesli,358.0,35.0,38.0,5.8,6.7,0.0,0.0,
Knackebrod Sandwich Wasa,476.0,10.7,46.8,25.0,10.3,0.0,0.0,
Saus oosterse kant-en-klaar glas/zak,64.0,1.5,13.3,0.4,0.7,0.0,0.0,
Creme fraiche,293.0,2.6,2.8,30.0,0.0,0.0,0.0,
Kaas 45+,357.0,25.4,0.0,27.3,0.0,0.0,0.0,
Siroop vruchtenlimonade- Karvan Cevitam,177.0,0.1,44.0,0.0,0.1,0.0,0.0,
Nectarine,36.0,1.0,6.5,0.1,1.1,150.0,0.0,
Melkdrank Yakult original,66.0,1.3,15.0,0.0,0.0,0.0,200.0,glas
Yoghurtdrank Vifit vruchten,55.0,3.1,8.3,0.8,1.0,0.0,150.0,bakje
Salade komkommer- lunch/borrel,238.0,0.8,6.5,23.0,0.5,400.0,0.0,stuk
Salade vlees- lunch/borrel,286.0,5.0,8.2,25.7,0.4,0.0,0.0,
Vruchtendrank Roosvicee Multivit,36.0,0.1,8.6,0.1,0.0,0.0,0.0,
Aroma strooi- natriumarm,235.0,22.1,27.9,3.6,1.1,0.0,0.0,
Siroop vruchtenlimonade- Roosvicee Multivit,183.0,0.1,45.2,0.1,0.3,0.0,0.0,
Bouillonpoeder natriumarm,348.0,5.3,67.4,6.3,0.6,150.0,250.0,kom
Water gem,0.0,0.0,0.0,0.0,0.0,0.0,200.0,glas
Chutney mango-,215.0,0.7,52.0,0.1,1.4,200.0,0.0,stuk
Dadels vers,139.0,1.5,31.3,0.1,3.6,0.0,0.0,
Carambola,37.0,0.5,7.2,0.3,1.7,0.0,0.0,
Couscous,363.0,12.0,72.1,2.1,3.7,0.0,0.0,
Gerst hele korrel,330.0,10.6,59.7,2.1,14.8,0.0,0.0,
Mierikswortel,80.0,4.5,11.0,0.3,7.5,95.0,0.0,stuk
Paksoi,14.0,1.0,1.4,0.2,1.2,0.0,0.0,
Kaas Bel Paese,374.0,25.4,0.1,30.2,0.0,0.0,0.0,
Bonen kidney- rode gedroogd,295.0,22.1,36.9,1.4,23.4,0.0,0.0,
Noten pecan- ongebrand,721.0,9.2,4.4,72.0,9.6,0.0,0.0,handje
Noten pistache-,592.0,23.8,10.8,48.3,9.5,0.0,0.0,handje
Zeewier kelp,47.0,1.7,8.3,0.6,1.3,0.0,0.0,
Zeewier agar agar gedroogd,336.0,6.2,73.2,0.3,7.7,0.0,0.0,
Jacobsschelpen,83.0,16.8,2.4,0.8,0.0,0.0,0.0,
Geitenvlees gem,103.0,20.6,0.0,2.3,0.0,60.0,0.0,
Nier varkens-,86.0,15.5,0.0,2.7,0.0,0.0,0.0,
Nier runder-,88.0,17.2,0.0,2.1,0.0,0.0,0.0,
Nier lams-,91.0,17.0,0.0,2.6,0.0,0.0,0.0,
Groenten gem,20.0,1.0,2.6,0.4,1.4,0.0,0.0,
Fruit vers incl citrus- gem,61.0,0.7,12.8,0.2,1.7,150.0,0.0,stuk
Vleeswaren excl leverproducten gem,230.0,16.9,2.6,16.7,0.2,0.0,0.0,
Vleeswaren <10 g vet excl leverprod gem,133.0,18.4,2.5,5.3,0.1,0.0,0.0,
Worst excl leverproducten gem,352.0,16.3,2.5,30.7,0.3,0.0,0.0,
Vleeswaren 20-30 g vet excl leverprod gem,311.0,13.8,3.2,26.9,0.1,0.0,0.0,
Vleeswaren >30 g vet excl leverprod gem,395.0,17.6,2.0,35.1,0.3,0.0,0.0,
Saus Chinese zoetzure huishoudelijk bereid,32.0,0.4,6.9,0.3,0.2,150.0,0.0,stuk
Saus sate- huishoudelijk bereid m water m vet,295.0,8.7,11.0,23.3,3.2,150.0,200.0,glas
Brooddeeg (bodem voor pizza/hartige taart) onbereid,226.0,5.7,36.5,5.9,1.8,60.0,0.0,
Soes ongevuld,222.0,6.0,13.4,15.9,0.6,0.0,0.0,
Room slag- geklopt m suiker,348.0,2.0,16.5,30.4,0.0,150.0,0.0,stuk
Vlaaibodem Limburgse,292.0,7.4,40.1,10.9,1.8,0.0,0.0,
Sap sinaasappel- m vruchtvlees,42.0,0.7,8.7,0.0,0.4,130.0,200.0,stuk
Sap tomatengroenten- Appelsientje Tomatientje,14.0,0.7,2.5,0.0,0.8,135.0,200.0,stuk
Sap tomaten- Appelsientje Zontomaat,17.0,0.9,2.8,0.0,0.9,100.0,200.0,stuk
Noten gemengd,656.0,18.3,11.0,58.3,6.8,0.0,0.0,handje
Kalkoenfilet,110.0,24.8,0.0,1.2,0.0,0.0,0.0,
Chips tortilla naturel,480.0,6.8,61.8,22.0,4.3,0.0,0.0,
Saus sate- op basis pakje bereid,148.0,4.2,19.8,5.6,1.0,60.0,0.0,
Kaas blauwschimmel Gorgonzola,359.0,19.4,0.1,31.2,0.0,0.0,0.0,
Zoutjes Japanse mix m pinda's,421.0,10.9,75.6,8.0,1.6,0.0,0.0,handje
Broodje pudding-,214.0,5.2,38.0,4.3,1.4,0.0,0.0,
Plantaardig alternatief voor vruchten-/vanilleyoghurt obv soja m suiker verrijkt m calcium en vitamines,66.0,3.4,8.7,1.7,0.8,150.0,150.0,bakje
Kaas Mozzarella gemaakt v koemelk,253.0,18.7,0.7,19.5,0.0,0.0,200.0,glas
Halvarineproduct Becel pro-activ,362.0,0.3,0.3,40.0,0.2,0.0,0.0,
Vla slagroom-,120.0,2.7,15.1,5.4,0.0,0.0,0.0,
Pap karnemelkse gorte-,53.0,3.6,8.1,0.5,0.3,0.0,200.0,glas
Halvarineproduct Blue Band Goede Start,347.0,0.3,1.1,38.0,0.0,0.0,0.0,
Hagelslag chocolade- melk,455.0,6.3,70.3,15.6,3.7,0.0,200.0,glas
Hagelslag chocolade- puur,446.0,5.8,67.4,15.3,6.6,0.0,0.0,
Pasta chocolade- melk,570.0,2.4,61.0,35.0,0.5,0.0,200.0,glas
Biscuit melk- Liga Milkbreak,444.0,9.2,62.0,17.0,3.0,150.0,200.0,glas
Cake m roomboter,399.0,5.8,42.4,22.7,0.8,0.0,0.0,
Koekje roomboter- gem,447.0,5.3,60.5,20.1,1.6,0.0,0.0,
Opvolgmelk Nutrilon 3 p 100 ml,66.0,1.3,8.4,2.9,0.5,0.0,200.0,glas
Ontbijtproduct Olvarit pap 8 granen 12+ mnd,360.0,10.4,70.0,1.8,11.0,0.0,0.0,
Ontbijtproduct Frosties Kellogg's,375.0,4.5,87.0,0.6,2.0,0.0,0.0,
Ontbijtproduct Coco pops Kellogg's,387.0,5.0,85.0,2.5,2.0,0.0,0.0,
Ontbijtproduct All-Bran Fruit 'n Fibre Kellogg's,380.0,8.0,69.0,6.0,9.0,150.0,0.0,stuk
Ontbijtproduct Special K Original Kellogg's,375.0,9.0,79.0,1.5,4.5,0.0,0.0,
Ontbijtproduct Smacks Kellogg's,382.0,6.0,84.0,1.5,4.0,0.0,0.0,
Ontbijtproduct Honey pops Loops Kellogg's,378.0,9.0,74.0,3.5,7.0,0.0,0.0,
Taart vruchten- v zandgebak,246.0,3.1,30.9,11.8,1.5,0.0,0.0,
Taart vruchten- v cakedeeg,196.0,2.6,24.8,9.2,1.4,0.0,0.0,
Maaltijdvervanger Modifast Intensive Pudding,355.0,36.8,35.6,4.9,10.6,0.0,0.0,
Maaltijdvervanger milkshake Modifast Intensive,355.0,36.8,35.7,4.9,10.6,0.0,0.0,
Sportvoeding Isostar Actifood,204.0,0.6,49.8,0.0,1.4,0.0,0.0,
Sportvoeding Isostar Powertabs,320.0,0.0,79.9,0.0,0.0,0.0,0.0,
Gehakt fijn- vegetarisch obv mycoproteine onbereid,95.0,14.1,0.7,2.5,6.5,60.0,0.0,
Stukjes vegetarisch obv mycoproteine onbereid,86.0,12.6,1.5,2.1,5.5,60.0,0.0,
Sportdrank AA-Drink Isotone,23.0,0.0,5.7,0.0,0.0,0.0,0.0,
Sportdrank hypertone m koolhydraten,59.0,0.0,14.8,0.0,0.0,0.0,0.0,
Gehakt fijn- vegetarisch obv soja onbereid,148.0,20.0,5.8,3.0,8.9,60.0,0.0,
Pinda's dry roasted,577.0,24.0,11.0,47.0,7.0,0.0,0.0,handje
Rijst meergranen-,351.0,9.0,74.0,1.5,2.7,0.0,0.0,
Ontbijtproduct Brinta Wake Up drinkontbijt,350.0,5.7,72.5,1.2,13.4,0.0,0.0,
Babyvoeding maaltijd 12 mnd,72.0,3.6,9.6,1.7,1.6,0.0,0.0,
Babyvoeding fruit 6 mnd,65.0,0.6,14.5,0.2,1.4,150.0,0.0,stuk
Lamsvlees <10 g vet gem,158.0,20.7,0.0,8.3,0.0,0.0,0.0,
Schapenvlees <10 g vet gem,160.0,20.5,0.0,8.7,0.0,0.0,0.0,
Halvarine 40% vet <17 g verz vetz,356.0,0.1,0.5,39.2,0.1,0.0,0.0,
Halvarineproduct 35% vet <10g verz vetz,320.0,0.0,1.2,35.0,0.0,0.0,0.0,
Margarine 80% vet >24 g verz vetz,719.0,0.1,0.3,79.7,0.0,0.0,0.0,
Bak- en braadvet vloeib 97% vet <17g verz vetz,878.0,0.5,0.9,96.9,0.0,60.0,0.0,
Bak- en braadvet vast 97% vet >17 g verz vetz,873.0,0.3,0.5,96.7,0.0,0.0,0.0,
Vet frituur- vloeibaar,900.0,0.0,0.0,100.0,0.0,60.0,0.0,
Vet frituur- vast,900.0,0.0,0.0,100.0,0.0,0.0,0.0,
Margarineproduct 60% vet <17 g verz vetz ongez,541.0,0.1,0.1,60.0,0.0,0.0,0.0,
Margarine vloeibaar 80% vet <17 g verz vetz,735.0,0.0,0.0,81.6,0.0,60.0,0.0,
Drinkontbijt Coolbest FruitOntbijt p 100 ml,55.0,0.8,11.9,0.2,1.0,150.0,0.0,stuk
Ontbijtproduct Cornflakes,378.0,7.0,84.0,0.9,3.0,0.0,0.0,
Mayonaiseproduct m olijfolie,642.0,1.1,1.9,70.0,0.1,0.0,0.0,
IJsthee m suiker 5-<7 g KH,25.0,0.0,6.2,0.0,0.0,150.0,125.0,kopje
IJsthee light,2.0,0.1,0.2,0.1,0.0,0.0,125.0,kopje
IJsthee m suiker en zoetstof,18.0,0.1,4.1,0.1,0.0,150.0,125.0,kopje
Struisvogelvlees,121.0,22.9,0.4,3.1,0.0,150.0,0.0,stuk
Kip drumstick m vel,147.0,19.1,0.0,7.9,0.0,0.0,0.0,
Frites bereid m hard vet,256.0,3.1,28.0,13.9,3.2,60.0,0.0,
Frites bereid m vloeibaar vet,264.0,3.1,28.0,14.8,3.2,60.0,0.0,
Frites bereid gem,263.0,3.1,28.0,14.7,3.2,60.0,0.0,
Limonade vruchten- Dubbelfrisss,22.0,0.0,5.5,0.0,0.0,0.0,0.0,
Limonade vruchten- Tintelfruit m suiker,22.0,0.0,5.4,0.0,0.0,150.0,0.0,stuk
Limonade vruchten- Tintelfruit light,12.0,0.0,2.9,0.0,0.0,150.0,0.0,stuk
Mineraalwater m zoetstof,0.0,0.0,0.0,0.0,0.0,0.0,200.0,glas
Wijn witte zoete,96.0,0.2,5.9,0.0,0.0,0.0,150.0,glas
Sap appel- verrijkt m vit C,45.0,0.2,11.1,0.0,0.1,135.0,200.0,stuk
Zoutjes Japanse mix z pinda's,387.0,8.5,86.0,0.9,0.8,0.0,0.0,handje
Sap vruchten- Coolbest Vitaday tropical,41.0,0.4,9.7,0.0,0.5,0.0,200.0,
Sap vruchten- Coolbest Vitaday original,44.0,0.3,10.4,0.0,0.4,0.0,200.0,
Cafe noir,420.0,3.4,89.0,5.4,0.8,0.0,0.0,
Zoutje mais- Bugles,537.0,6.3,55.0,32.0,1.8,0.0,0.0,
Chips op basis v aardappelvlokken,522.0,4.2,51.8,32.5,2.6,135.0,0.0,stuk
Pijnboompitten,675.0,16.5,9.8,61.9,6.3,0.0,0.0,
Basilicum vers,48.0,3.1,5.1,0.8,3.9,0.0,0.0,
Pesto groene,444.0,9.0,4.4,42.8,2.6,0.0,0.0,
Brownie m noten,446.0,5.1,50.7,24.3,2.1,0.0,0.0,handje
Zuigelingenvoeding Hero Baby Standaard 1 p 100 ml,67.0,1.4,7.2,3.5,0.3,150.0,0.0,stuk
Opvolgmelk Hero Baby Standaard 2 p 100 ml,69.0,1.6,9.2,2.8,0.3,0.0,200.0,glas
Opvolgmelk Hero Baby Standaard 3 p 100 ml,70.0,1.8,8.8,3.0,0.3,0.0,200.0,glas
Sportdrank Extran Energy,43.0,0.0,10.8,0.0,0.0,0.0,0.0,
Sportdrank Extran Hydro,22.0,0.0,5.5,0.0,0.0,0.0,0.0,
Biscuit baby- en dreumes- Bolletje,428.0,8.5,70.5,12.0,2.0,150.0,0.0,stuk
Biscuit fourre,473.0,5.5,73.2,17.1,2.0,150.0,0.0,stuk
Koekje Scholiertje,493.0,6.3,62.5,23.5,3.6,0.0,0.0,
Cracker VitaLU,445.0,12.3,67.0,12.3,8.4,0.0,0.0,
Wafel rijst- m chocolade,502.0,6.8,60.3,24.9,4.6,0.0,0.0,
Biscuit fruit-,396.0,5.5,76.3,7.1,2.6,150.0,0.0,stuk
Koek ontbijt- m rozijnen,315.0,2.7,71.5,1.2,3.7,0.0,0.0,
Graanreep Hero B'tween,444.0,6.9,62.0,17.7,4.6,0.0,0.0,
Graanreep z suiker,339.0,7.3,67.3,10.3,4.9,150.0,0.0,stuk
Graanreep Special K Kellogg's,400.0,4.6,79.5,6.5,2.6,0.0,0.0,
Graanreep m melk Kellogg's,417.0,6.0,72.3,11.3,1.1,0.0,200.0,glas
Mueslireep,455.0,8.2,64.8,16.8,6.0,0.0,0.0,
Melk geiten- volle,64.0,3.3,4.3,3.7,0.0,60.0,200.0,glas
Yoghurtsnack Breaker,102.0,3.4,13.3,3.5,0.6,0.0,150.0,bakje
Yoghurt room- m vruchten,141.0,2.9,13.7,7.8,0.9,0.0,150.0,bakje
Kwark vruchten-/vanille- magere m zoetstof,47.0,7.2,4.1,0.1,0.3,0.0,125.0,bakje
Kwark vruchten- Danoontje,96.0,6.4,9.9,3.0,0.8,0.0,125.0,bakje
IJs Festini,100.0,0.2,24.0,0.2,0.8,0.0,0.0,
IJs room/vanille- m chocoladecoating,324.0,4.3,34.0,18.7,1.0,0.0,0.0,
IJs room/vanille- m fruitcoating,134.0,1.5,24.0,3.5,0.2,150.0,0.0,stuk
Yoghurtdrank m zoetstof,24.0,2.7,3.4,0.0,0.0,0.0,150.0,bakje
Yoghurtdrank m zoetstof Fristi,24.0,1.8,3.2,0.0,2.0,0.0,150.0,bakje
Drinkontbijt Goede Morgen Vifit,55.0,3.4,7.9,0.8,1.1,0.0,0.0,
Yoghurtdrank Actimel naturel,70.0,3.0,10.8,1.6,0.0,0.0,150.0,bakje
Drink soja- Groeidrink 1-3+ Alpro,60.0,2.4,8.0,2.0,0.4,60.0,0.0,
Plantaardig alternatief voor room obv soja,161.0,2.2,2.6,15.7,0.5,0.0,0.0,
Kaas 10+,187.0,32.2,0.2,6.4,0.0,0.0,0.0,
Melkdrank Yakult Balance,58.0,1.2,14.0,0.0,0.0,0.0,200.0,glas
Chocolade witte,552.0,6.4,58.1,32.6,0.0,0.0,0.0,
Vla magere m zoetstof,47.0,3.4,8.2,0.0,0.4,0.0,0.0,
Creme fraiche halfvolle,165.0,3.1,4.0,15.0,0.0,0.0,0.0,
Pasta glutenvrij Schar,358.0,9.0,73.7,2.5,2.2,0.0,0.0,
Taartbodem v biscuitdeeg,261.0,7.5,48.0,4.2,0.6,150.0,0.0,stuk
Room kook-,212.0,2.4,5.0,20.2,0.1,0.0,0.0,
Room kook- light,101.0,3.2,5.8,7.2,0.0,0.0,0.0,
Yoghurt volle Activia m granen/muesli,104.0,3.6,12.6,3.6,2.3,0.0,150.0,bakje
Room kook- Blue Band Finesse voor koken,160.0,2.0,4.0,15.0,0.3,0.0,0.0,
Siroop vruchtenlimonade- m suiker en zoetstof 40-45 g KH,170.0,0.0,42.5,0.0,0.0,150.0,0.0,stuk
Siroop vruchtenlimonade- light,8.0,0.0,1.8,0.0,0.1,0.0,0.0,
Kokosmelk,173.0,1.4,2.5,17.4,0.5,0.0,200.0,glas
Diksap verrijkt m vit C geconcentreerd,180.0,0.2,44.6,0.1,0.1,0.0,200.0,
Snoepje suikervrij,240.0,1.1,89.3,2.1,0.0,150.0,0.0,stuk
Tomaat in blik,24.0,1.1,3.7,0.4,0.7,100.0,0.0,stuk
Halvarineproduct Gouda's Glorie Lichtste Pondje,181.0,0.0,0.3,20.0,0.0,0.0,0.0,
Boterproduct 25% vet,228.0,0.2,0.3,25.0,0.7,0.0,0.0,
Koolvis (Atlantisch),82.0,18.0,0.0,1.1,0.0,0.0,0.0,
Tonijn,101.0,23.7,0.0,0.7,0.0,0.0,0.0,
Tong (vis),76.0,14.7,0.0,1.9,0.0,0.0,0.0,
Tilapia,86.0,17.9,0.0,1.6,0.0,0.0,0.0,
Worst knak- magere blik/glas,136.0,12.0,6.0,7.0,0.3,0.0,0.0,
Worst cervelaat- magere,241.0,23.0,0.1,16.5,0.0,0.0,0.0,
Worst boterham- magere,163.0,11.6,6.4,10.1,0.0,0.0,0.0,
Yoghurtdrank Becel pro-activ,45.0,3.0,4.5,1.5,1.0,0.0,150.0,bakje
Breezer,74.0,0.0,9.9,0.0,0.0,0.0,0.0,
Roti v bloem (sada roti),311.0,7.3,50.1,8.7,1.4,0.0,0.0,
Pomtajer bereid z vet,99.0,3.4,17.2,0.3,7.2,60.0,0.0,
Tajerblad bereid z vet,38.0,4.6,0.9,1.1,3.4,60.0,0.0,
Bruine bonen m rijst Surinaams,147.0,7.7,16.6,4.8,3.3,150.0,0.0,stuk
Roti v bloem en aardappel,220.0,5.1,36.7,5.6,1.5,135.0,0.0,stuk
Saus m gele spilterwten Dahl Surinaams,151.0,7.7,17.5,4.2,6.2,0.0,0.0,
Ovenschotel m pomtajer Pom Surinaams,119.0,8.4,6.8,5.9,2.4,0.0,0.0,
Groente-vlees schotel Moksi-alesi Surinaams,123.0,7.8,14.2,3.4,1.9,0.0,0.0,
Aardappelpuree instant- bereid m halfvolle melk,96.0,4.1,16.5,1.3,1.1,135.0,200.0,glas
Aardappelpuree instant- bereid m water,71.0,1.7,11.8,1.6,1.0,135.0,200.0,glas
Aardappelpuree vers bereid m halfvolle melk z vet,74.0,2.3,14.1,0.6,1.2,135.0,200.0,glas
Aardappelkroketten diepvries onbereid,169.0,2.7,24.8,6.0,2.1,135.0,0.0,stuk
Koek ontbijt- minder suiker,287.0,3.2,59.2,1.5,12.0,150.0,0.0,stuk
Gehakt gem,222.0,19.3,0.2,15.9,0.2,0.0,0.0,
Gehaktbal half-om-half m ei en paneermeel,238.0,18.4,5.3,15.8,0.6,60.0,0.0,
Vlees gem excl lever,182.0,19.9,1.0,10.9,0.2,0.0,0.0,
Rundvlees gem,201.0,19.1,1.3,13.2,0.3,0.0,0.0,
Gehaktbal runder- m ei en paneermeel,231.0,18.2,5.2,15.2,0.6,60.0,0.0,
Vink runder-,209.0,16.6,3.2,14.2,0.8,0.0,0.0,
Varkensschnitzel gepaneerd,142.0,20.6,8.1,2.8,1.0,0.0,0.0,
Kipfilet gepaneerd,132.0,21.6,5.7,2.5,0.4,0.0,0.0,
Kipfilet omhuld m beslag,115.0,21.0,3.1,2.0,0.1,0.0,0.0,
Pudding gelatine-,59.0,1.8,13.0,0.0,0.0,0.0,0.0,
Varkens cordon bleu,155.0,20.5,5.9,5.3,0.4,0.0,0.0,
Pinda's suiker-,536.0,15.1,47.1,31.0,4.1,150.0,0.0,handje
Sla gem,16.0,1.6,1.0,0.3,1.4,0.0,0.0,
Tarwebrood volkoren gem v fijn en grof m pompoenpitten,275.0,13.4,34.7,7.6,6.9,0.0,0.0,
Meergranenbrood gem v wit en bruin m zaden m extra lijnzaad,286.0,13.1,35.9,7.9,9.6,150.0,0.0,stuk
Meergranenbrood gem v wit en bruin m zaden,261.0,12.3,39.0,4.8,6.3,150.0,0.0,stuk
Tarwebrood wit gem v melk- en waterwit,249.0,9.1,47.8,1.8,2.5,0.0,200.0,glas
Tarwekrentenbrood wit m spijs,303.0,8.2,51.7,6.1,4.3,0.0,0.0,
Tarwemueslibrood bruin/volkoren,295.0,10.6,42.5,7.6,6.9,150.0,0.0,stuk
Tarwenotenbrood volkoren,298.0,12.2,34.5,10.9,6.7,0.0,0.0,handje
Tarwesuikerbrood wit,305.0,8.0,60.4,2.9,2.6,150.0,0.0,stuk
Tarwestokbrood wit m kaas en uien,242.0,10.1,35.8,6.0,2.2,150.0,0.0,stuk
Tarwebrood volkoren gem v fijn en grof m zonnebloempitten,283.0,11.9,35.9,8.7,6.8,0.0,0.0,
Tarwebrood wit gem v melk- en waterwit m zonnebloempitten,296.0,10.2,43.7,8.3,3.1,0.0,200.0,glas
Wrap/tortilla naturel,316.0,9.5,52.5,6.9,3.0,0.0,0.0,
Wafel rijst- m karamel,394.0,5.5,87.0,2.4,1.4,0.0,0.0,
Frikandel diepvries onbereid,235.0,13.1,6.1,17.2,1.7,60.0,0.0,
Gehakt cordon bleu,272.0,14.9,10.8,18.6,0.7,0.0,0.0,
Kipschnitzel gepaneerd,157.0,19.3,5.7,6.3,0.4,0.0,0.0,
Kip cordon bleu,151.0,22.1,4.5,4.9,0.3,0.0,0.0,
Muesli krokante naturel/m fruit,438.0,8.3,64.6,14.8,6.7,150.0,0.0,stuk
Pindakaas light,535.0,18.0,13.7,39.6,25.8,0.0,0.0,handje
Soepstengel,401.0,12.5,71.3,6.6,3.3,0.0,250.0,kom
Zoutje luchtig mais/tarwebasis,518.0,7.5,60.7,27.0,1.1,0.0,0.0,
Tiramisu,248.0,4.5,30.7,10.6,0.7,0.0,0.0,
Rozijnen omhuld m chocolade melk-,429.0,5.0,61.8,17.3,3.2,0.0,200.0,glas
After eight,419.0,2.1,74.6,12.2,1.0,60.0,0.0,
Chocolade melk- m rozijnen,501.0,6.2,55.9,27.4,3.0,0.0,200.0,glas
Chocolade puur m hazelnoten,565.0,9.0,36.2,41.0,7.6,0.0,0.0,handje
Chocolade melk- m gepofte rijst,531.0,7.1,55.2,30.7,2.9,0.0,200.0,glas
"Tomaat gedroogd in olie blik/glas, uitgelekt",197.0,4.4,9.4,14.0,8.0,150.0,0.0,stuk
Tomaat zongedroogd,331.0,14.1,55.8,3.0,12.3,100.0,0.0,stuk
Rozijnen gedroogd geweekt,258.0,2.5,59.5,0.4,3.1,0.0,0.0,
Toffee m chocolade,427.0,1.8,77.8,11.7,1.5,0.0,0.0,
Pate smeer- magere,187.0,9.7,10.0,12.0,0.3,0.0,0.0,
Tarwebrood bruin m zonnebloempitten,285.0,10.8,39.4,8.2,5.3,150.0,0.0,stuk
Noga m chocolade,489.0,7.2,64.2,21.8,3.3,0.0,0.0,
Drop m pepermunt,375.0,2.8,90.4,0.1,0.3,0.0,0.0,
Salmiakkogel/-lolly,375.0,1.2,92.3,0.0,0.3,0.0,0.0,
Noga,469.0,6.5,72.1,16.7,2.1,0.0,0.0,
Popcorn zoete gepoft z olie,389.0,9.9,78.7,3.0,3.8,0.0,0.0,
Siroop vruchtenlimonade- Albert Heijn,164.0,0.1,41.0,0.0,0.1,60.0,0.0,
Cake marmer-,394.0,5.7,44.4,21.2,1.4,0.0,0.0,
Cake appel- z roomboter,259.0,3.5,30.1,13.5,1.1,135.0,0.0,stuk
Cake rozijnen-,382.0,5.3,46.6,19.1,1.2,0.0,0.0,
Soes bananen-,244.0,3.5,15.9,18.4,0.6,0.0,0.0,
Soes slagroom- m chocolade,302.0,4.3,17.4,23.8,0.9,0.0,0.0,
Taart chocolade- m slagroom,337.0,4.8,32.9,20.4,1.5,0.0,0.0,
Koek ontbijt- m noten,337.0,4.0,66.2,5.4,3.9,0.0,0.0,handje
Koek ontbijt- m kandij,312.0,2.8,71.5,1.0,2.6,0.0,0.0,
Spekkoek,421.0,5.3,25.0,33.3,0.2,0.0,0.0,
Croissant chocolade-,434.0,8.9,44.4,23.9,2.7,0.0,0.0,
Koek m gelei/appelvulling,398.0,3.3,65.5,13.3,1.5,135.0,0.0,stuk
Kappertjes,43.0,2.4,4.9,0.9,3.2,0.0,0.0,
Koek Glace-,427.0,3.6,59.5,19.2,0.8,0.0,0.0,
Koekje chocolate chip cookie,501.0,6.3,60.6,25.3,2.9,0.0,0.0,
Koekje kinder- gem,450.0,7.6,70.6,14.8,2.2,0.0,0.0,
Sprits m chocolade,541.0,4.7,61.5,30.3,1.7,0.0,0.0,
Schuimzoenen,438.0,2.2,71.2,15.3,3.3,150.0,0.0,stuk
Kletskop,490.0,5.7,58.7,25.4,1.8,0.0,0.0,
Mergpijpje gevuld m cake en creme,457.0,2.7,62.7,21.6,0.6,0.0,0.0,
IJs room- stracciatella,248.0,3.3,26.8,13.9,1.2,0.0,0.0,
Koek oranje-,375.0,4.7,66.3,9.7,1.8,0.0,0.0,
Saus warm vloeibaar kant-en-klaar <12% vet,91.0,1.3,6.4,6.6,0.1,60.0,0.0,
Saus kaas- op basis roux bereid,126.0,5.5,5.5,9.1,0.2,60.0,0.0,
Saus warm vloeibaar kant-en-klaar >12% vet,195.0,1.2,5.2,18.8,0.2,60.0,0.0,
Halvarineproduct Becel Omega-3 Plus,353.0,0.3,2.6,38.0,0.0,0.0,0.0,
Halvarineproduct Blue Band Idee,357.0,0.3,1.2,39.0,0.0,0.0,0.0,
Hagelslag chocolade- wit,455.0,5.5,78.4,13.2,0.0,0.0,0.0,
Wafel galette-,480.0,6.9,65.2,20.9,2.0,0.0,0.0,
Schuddebuikjes Bolletje,486.0,5.0,70.0,20.0,3.0,150.0,0.0,stuk
Wafel melk-hazelnootchocolade Knoppers,548.0,8.8,52.0,33.3,2.5,0.0,200.0,glas
Cake m noten,447.0,8.2,35.5,29.8,2.0,0.0,0.0,handje
Beignet banaan-,281.0,2.9,20.3,20.6,1.3,150.0,0.0,stuk
Taart slagroom- omhuld m marsepein,342.0,4.8,39.6,18.0,1.2,60.0,0.0,
Taart noten-,464.0,7.7,46.0,27.2,2.2,0.0,0.0,handje
Drink rijst- z suiker verrijkt m calcium en vitamines,53.0,0.3,11.3,0.7,0.2,150.0,0.0,stuk
Frisdrank m suiker en zoetstof 2-<5 g KH z cafeine,12.0,0.0,2.9,0.0,0.0,150.0,200.0,stuk
Limonade vruchten- m suiker en zoetstof 4-6 g KH,18.0,0.0,4.6,0.0,0.0,150.0,0.0,stuk
Limonade vruchten- Capri-Sun Multivitamin,20.0,0.0,4.9,0.0,0.0,0.0,0.0,
Siroop vruchtenlimonade- bereid 1 op 7,28.0,0.0,7.0,0.0,0.0,60.0,0.0,
