naam,calorieen,eiwitten,koolhydraten,vetten,vezels,gewicht_per_stuk,ml_per_portie,standaard_eenheid
Thee kruiden- oplos bereid,19.0,0.0,4.7,0.0,0.0,150.0,125.0,kopje
Saus boter-,180.0,0.6,3.0,18.3,0.1,0.0,0.0,
Saus v halfvolle melk en maizena,57.0,3.2,7.9,1.4,0.0,0.0,200.0,glas
Jus 25% vet ongebonden bereid m juspoeder,230.0,1.0,4.8,22.9,0.2,60.0,200.0,
Jus 50% vet ongebonden bereid m juspoeder,431.0,1.1,4.9,45.1,0.2,60.0,200.0,
Jus 25% vet gebonden bereid m juspoeder,233.0,1.0,7.0,22.3,0.2,60.0,200.0,
Jus 25% vet gebonden bereid z juspoeder,223.0,0.1,2.8,23.5,0.0,60.0,200.0,
Jus 50% vet gebonden bereid z juspoeder,436.0,0.2,3.0,47.1,0.0,60.0,200.0,
Jus 75% vet gebonden bereid z juspoeder,650.0,0.4,3.2,70.6,0.0,60.0,200.0,
Saus Aardappel Anders gem,171.0,1.5,3.9,16.6,0.2,135.0,0.0,stuk
Jus 5% vet gebonden bereid z juspoeder,53.0,0.0,2.6,4.7,0.0,60.0,200.0,
Saus sate huishoudelijk bereid m hv melk z vet,297.0,10.2,12.8,22.0,3.3,150.0,200.0,glas
Saus sate huishoudelijk bereid m water z vet,280.0,8.9,11.1,21.4,3.3,150.0,200.0,glas
Jus 50% vet ongebonden bereid z juspoeder,439.0,0.3,0.4,48.5,0.0,60.0,200.0,
Jus 75% vet ongebonden bereid z juspoeder,658.0,0.4,0.6,72.7,0.0,60.0,200.0,
Jus 50% vet gebonden bereid m juspoeder,429.0,1.1,7.2,43.9,0.2,60.0,200.0,
Jus 5% vet ongebonden bereid z juspoeder,44.0,0.0,0.0,4.8,0.0,60.0,200.0,
Dressing vinaigrette-,593.0,0.6,0.4,64.8,0.1,0.0,0.0,
Saus frites- ca 13% olie,158.0,0.3,9.4,13.1,0.8,0.0,0.0,
Dressing honing/mosterd-,299.0,1.2,15.0,26.0,0.0,0.0,0.0,
Saus frites- 5% olie,100.0,0.8,9.8,5.3,5.0,0.0,0.0,
Mayonaiseproduct ca 35% olie,338.0,0.5,10.5,32.7,0.0,0.0,0.0,
Olie wok-,900.0,0.0,0.0,100.0,0.0,0.0,0.0,
Pasta kruiden-/boemboe,306.0,4.0,25.6,20.4,1.7,150.0,0.0,stuk
Koffie cappuccino vers bereid,31.0,1.8,2.3,1.7,0.0,60.0,125.0,kopje
Koffie cappuccino oplos- bereid,37.0,1.2,4.7,1.3,0.3,60.0,125.0,kopje
Koffie cappuccino oplos- poeder,407.0,13.9,52.4,14.9,3.8,0.0,125.0,kopje
Energydrink Golden Power/Bullit/Freeway,44.0,0.2,10.7,0.0,0.0,0.0,0.0,
Vruchtendrank ACE,44.0,0.2,10.9,0.0,0.1,0.0,0.0,
Soep op groente- en vleesbasis kant-en-klaar blik/zak/pak,41.0,2.0,5.3,1.2,0.7,0.0,250.0,kom
Soep op groente- en vleesbasis bereid pakje,18.0,0.6,2.7,0.5,0.3,60.0,250.0,kom
Pasta speculoos-,579.0,3.2,56.6,37.5,1.0,0.0,0.0,
Vruchtendrank multivit 12vr nectar light,23.0,0.2,5.4,0.0,0.2,0.0,0.0,
Vruchtendrank m zoetstof 5-<8 g KH,28.0,0.1,6.9,0.0,0.2,0.0,0.0,
Aardappelpureepoeder z melkpoeder z vet,364.0,7.9,78.4,0.5,7.0,135.0,200.0,glas
Melk chocolade- m halfvolle melk en gezoete cacaopoeder,78.0,3.5,12.2,1.6,0.6,0.0,200.0,glas
Zuiveldrank Fruitmelk Campina,54.0,3.3,9.2,0.5,0.0,150.0,200.0,glas
Tomaat gezeefd pak,39.0,1.8,6.3,0.3,2.0,100.0,0.0,stuk
Aardappelpureepoeder m melkpoeder m vet,373.0,9.2,62.0,8.6,5.5,135.0,200.0,glas
Yoghurt vruchten- halfvolle,79.0,4.2,11.6,1.5,0.1,0.0,150.0,bakje
Yoghurt Griekse volle,122.0,3.8,3.8,10.0,0.0,0.0,150.0,bakje
Kwark vruchten- volle,125.0,5.7,13.3,5.1,0.5,0.0,125.0,bakje
Fruit gedroogd op brandewijn,201.0,0.6,27.2,0.1,1.3,150.0,150.0,glas
Sap multivruchten-,47.0,0.4,10.7,0.1,0.3,0.0,200.0,
Cider,55.0,0.1,6.4,0.0,0.0,0.0,0.0,
Diksap bereid,39.0,0.0,9.7,0.0,0.1,60.0,200.0,
Vruchtendrank multivit nectar light Surango,21.0,0.2,5.0,0.0,0.1,0.0,0.0,
Kaas smeer- 15+ Balans ERU,132.0,17.3,3.3,5.5,0.0,0.0,0.0,
Kaas smeer- Kids ERU,169.0,15.0,2.3,11.1,0.0,0.0,0.0,
Kaas geiten- hard,396.0,22.4,0.1,32.5,0.0,60.0,0.0,
Vla halfvolle alle smaken,85.0,2.3,15.1,1.7,0.4,0.0,0.0,
Pudding luchtige,179.0,4.2,22.0,8.1,0.9,0.0,0.0,
Pap lammetjes- bereid m volle melk,83.0,3.9,9.6,3.2,0.3,60.0,200.0,glas
Vlaflip dubbel- Campina,96.0,2.9,15.0,2.6,0.3,0.0,0.0,
Peper Spaanse,30.0,1.8,4.2,0.3,1.8,0.0,0.0,
Vet frituur- horeca,900.0,0.0,0.0,100.0,0.0,0.0,0.0,
Biscuit hartig Sultana Crunchers,413.0,8.5,70.5,10.3,2.2,150.0,0.0,stuk
Croutons,491.0,11.8,58.6,22.3,4.0,0.0,0.0,
Chips oven-,411.0,6.4,72.8,9.3,5.1,0.0,0.0,
Maltesers,500.0,8.3,61.5,24.3,1.2,0.0,0.0,
Vlokken chocolade- gem,452.0,5.5,71.6,14.9,3.9,0.0,0.0,
Drop suikervrij,167.0,1.0,61.0,0.2,1.0,150.0,0.0,stuk
Winegum m drop,334.0,3.5,79.6,0.2,0.0,0.0,0.0,
Cacaopoeder Nesquik,376.0,5.0,79.0,3.0,6.5,150.0,0.0,stuk
Vlaflip v vla en yoghurt,77.0,3.4,12.3,1.5,0.0,0.0,150.0,bakje
Pudding huishoudelijk bereid m hv melk,91.0,2.9,17.0,1.2,0.0,150.0,200.0,glas
Vla zacht & luchtig,142.0,2.9,16.0,7.4,0.2,0.0,0.0,
Soep noodle- bereid,86.0,1.7,11.7,3.4,0.7,60.0,250.0,kom
Worst boterham- vegetarisch verrijkt m ijzer en vit B12,181.0,6.6,4.6,14.7,1.8,0.0,0.0,
Bamibal/bamischijf diepvries onbereid,165.0,5.8,29.0,2.8,0.5,60.0,0.0,
Kroket vlees- diepvries onbereid,187.0,7.6,18.9,8.7,1.5,60.0,0.0,
Loempia diepvries onbereid,152.0,6.1,21.2,4.5,1.3,60.0,0.0,
Croissant ham-kaas-,377.0,11.2,35.7,20.6,2.1,0.0,0.0,
Kipkorn diepvries onbereid,295.0,11.5,16.8,19.7,2.0,60.0,0.0,
Broodje kaas- v bladerdeeg,580.0,9.2,34.4,44.7,1.2,0.0,0.0,
Viandel onbereid Mora,301.0,9.5,17.0,21.3,1.5,60.0,0.0,
Biscuit meergranen- LU Time Out,484.0,7.6,64.3,20.8,4.8,150.0,0.0,stuk
Margarine 80% vet >24 g verz vetz,724.0,0.2,0.3,80.2,0.0,0.0,0.0,
Margarine vlb 80% vet <17 g verz vetz,738.0,0.0,0.1,82.0,0.0,0.0,0.0,
Halvarineproduct Bewust light 30% vet <10g verz vetz,275.0,0.1,1.1,30.0,0.3,0.0,0.0,
Appelflap m bladerdeeg z roomboter,360.0,3.5,35.0,22.4,1.5,135.0,0.0,stuk
Soep gebonden z vulling,40.0,0.6,2.7,3.0,0.1,0.0,250.0,kom
Bak- en braadvet vlb 97% vet <17g verz vetz,883.0,0.4,0.5,97.7,0.0,0.0,0.0,
Bak- en braadvet vast 97% vet >17 g verz vetz,880.0,0.4,0.7,97.3,0.0,0.0,0.0,
Margarine 80% vet <24 g verz vetz,720.0,0.0,0.0,80.0,0.0,0.0,0.0,
Halvarine 40% vet <17g verz vetz,360.0,0.0,0.0,40.0,0.1,0.0,0.0,
Halvarineproduct Albert Heijn smeerbaar cholesterol verlagend,317.0,0.0,0.2,35.0,0.4,60.0,0.0,
Vlaai kruimel- m pudding,283.0,5.3,42.4,10.0,1.0,150.0,0.0,stuk
Koek ontbijt- m noten en vruchten,343.0,4.5,63.7,6.9,3.9,0.0,0.0,handje
Vlaai pudding- m vruchten,145.0,2.9,24.4,3.6,1.2,0.0,0.0,
Cake bitterkoekjes-,396.0,5.8,44.8,21.3,0.9,0.0,0.0,
Saus knoflook- 20-<30% olie,246.0,0.8,13.4,21.0,0.0,3.0,0.0,teentje
Aardappelpuree vers bereid m volle melk en margarine,87.0,2.2,13.9,2.3,1.2,135.0,200.0,glas
Cake appel- m roomboter,261.0,3.6,30.2,13.7,1.1,135.0,0.0,stuk
Jus 5% vet gebonden bereid m juspoeder,76.0,0.9,6.8,5.0,0.2,60.0,200.0,
Pannenkoek volkoren huishoudelijk bereid m vloeibare margarine,175.0,7.3,21.1,6.1,3.3,150.0,0.0,stuk
Pannenkoek volkoren huishoudelijk bereid m margarine,175.0,7.3,21.1,6.0,3.3,150.0,0.0,stuk
Koek pinda-,513.0,10.6,51.8,28.4,3.6,0.0,0.0,handje
Jus 25% vet ongebonden bereid z juspoeder,219.0,0.1,0.2,24.2,0.0,60.0,200.0,
Candybar KitKat,520.0,7.1,59.0,27.7,3.0,0.0,0.0,
Dressing olijfolie-azijn,607.0,0.4,0.5,66.4,0.1,0.0,0.0,
Mix voor marinade poeder onbereid,285.0,8.4,50.5,4.3,5.1,60.0,0.0,
Koekje m noten en chocolade,517.0,7.5,55.5,28.7,3.3,0.0,0.0,handje
Koekje m noten,509.0,6.6,64.9,24.1,3.0,0.0,0.0,handje
Wijn rose,71.0,0.1,2.5,0.0,0.0,0.0,150.0,glas
Saus Joppie-,346.0,0.8,22.8,28.0,0.0,0.0,0.0,
Tapenade v olijven,324.0,1.8,5.2,32.2,3.3,0.0,0.0,
Mix seasoning Mexicaans onbereid,318.0,12.0,48.8,5.7,11.5,60.0,0.0,
Salsa tomatendipsaus,45.0,0.9,9.3,0.2,1.6,0.0,0.0,
Azijn,22.0,0.4,0.6,0.0,0.0,0.0,0.0,
Broodje bapao vlees,251.0,8.9,38.1,6.6,1.9,0.0,0.0,
Berenklauw,155.0,11.4,5.4,9.4,1.4,0.0,0.0,
Taart appel- v zandtaartdeeg m roomboter,223.0,2.4,31.6,9.2,1.5,135.0,0.0,stuk
Koffie oplos- poeder,114.0,7.8,3.1,0.2,34.1,0.0,125.0,kopje
Vruchtendrank 2 of meer vruchten verrijkt m vit C,48.0,0.2,11.4,0.1,0.2,0.0,0.0,
Smoothie vruchten,56.0,0.7,12.3,0.2,1.3,0.0,0.0,
Smoothie vruchten m zuivel,51.0,1.3,10.3,0.1,1.2,150.0,0.0,stuk
Frisdrank m suiker en zoetst 2-<5 g KH m cafeine,11.0,0.0,2.6,0.0,0.0,150.0,200.0,stuk
Vruchtendrank Roosvicee 50/50,17.0,0.1,4.0,0.0,0.1,0.0,0.0,
Sportdrank Aquarius,29.0,0.0,7.1,0.0,0.0,0.0,0.0,
Koffie automaat- m suiker en melk,28.0,0.2,5.3,0.7,0.0,150.0,125.0,kopje
Koffie automaat- m melk,12.0,0.2,1.3,0.7,0.0,100.0,125.0,kopje
Thee kruiden- oplos poeder,372.0,0.0,92.9,0.0,0.1,150.0,125.0,kopje
Jus z vet bereid m juspoeder,28.0,0.9,4.6,0.7,0.2,60.0,200.0,
Saus cocktail/party/tafel- >25% olie,374.0,1.2,15.9,33.9,0.3,0.0,0.0,
Wafel rijst- gekruid,402.0,7.9,74.4,7.7,1.7,150.0,0.0,stuk
Kipfilet (vleeswaar),125.0,17.5,3.4,4.4,0.0,0.0,0.0,
Yoghurt 0% vet Activia m vruchten,53.0,4.6,7.5,0.1,0.6,0.0,150.0,bakje
Hagelslag chocolade- mix wit en puur,449.0,3.2,73.9,14.7,4.3,0.0,0.0,
Pasta duo- m chocolade,576.0,1.8,59.5,36.5,1.3,0.0,0.0,
Pasta duo- z chocolade,567.0,0.8,62.5,34.9,0.1,0.0,0.0,
Snoep schuim-/gum-,336.0,4.9,78.5,0.2,0.1,150.0,0.0,stuk
Winegum m schuimlaag,333.0,4.8,78.5,0.0,0.0,150.0,0.0,stuk
Wafel Luikse-,446.0,5.7,57.1,21.3,1.5,150.0,0.0,stuk
Wafel zachte/suiker-/flash-,493.0,7.6,53.8,27.3,0.9,150.0,0.0,stuk
Frisdrank m suiker en zoetst 5-<8 g KH m cafeine,27.0,0.3,6.5,0.0,0.0,150.0,200.0,stuk
Dressing sla- 20% olie m yoghurt,258.0,1.2,12.3,22.7,0.0,0.0,150.0,bakje
Mix voor nasi/bami onbereid,300.0,11.0,45.8,5.8,10.6,60.0,0.0,
Energydrink Red Bull,44.0,0.0,11.0,0.0,0.0,0.0,0.0,
Energydrink Red Bull sugarfree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Muesli krokante m noten,479.0,8.5,61.0,21.0,6.0,0.0,0.0,handje
Muesli krokante m chocolade,458.0,8.5,64.0,17.1,7.3,0.0,0.0,
Muesli krokante m noten en chocolade,469.0,8.8,63.5,18.6,6.4,0.0,0.0,handje
Zuivelspread naturel/kruiden,248.0,5.1,3.1,23.9,0.1,150.0,0.0,stuk
Zuivelspread naturel/kruiden light,175.0,8.1,4.2,13.8,0.3,150.0,0.0,stuk
Mix kruiden- Wereldgerechten onbereid,312.0,11.8,50.4,5.1,8.5,150.0,0.0,stuk
Ontbijtproduct Coco pops Chocos Kellogg's,381.0,9.0,78.0,2.5,5.0,0.0,0.0,
Ontbijtproduct Special K chocolade Kellogg's,400.0,8.1,76.0,6.2,4.0,0.0,0.0,
Abrikozen gedroogd geweekt,159.0,2.8,33.0,0.0,8.1,40.0,0.0,
Appelmoes z suiker m zoetstof blik/glas,48.0,0.2,11.0,0.0,1.0,150.0,0.0,stuk
Kruidnoten m chocolade puur,482.0,6.1,63.4,21.7,4.3,150.0,0.0,handje
Kruidnoten m chocolade melk-,490.0,6.4,65.8,21.8,2.3,150.0,200.0,handje
Kauwbonbon fruitsmaak,395.0,1.0,82.9,6.6,0.1,150.0,0.0,stuk
Koekje bitter-,411.0,7.0,68.7,11.5,2.3,0.0,0.0,
Suiker light,395.0,0.0,98.9,0.0,0.0,150.0,0.0,stuk
Cake chocolade- z roomboter,394.0,5.7,46.0,20.3,2.1,0.0,0.0,
Frou frou,534.0,4.3,60.4,30.5,0.7,0.0,0.0,
Biscuit Sultana Yofruit,412.0,5.1,74.1,10.1,2.2,150.0,0.0,stuk
Kruidnoten m chocolade witte,491.0,6.1,68.5,21.2,1.1,150.0,0.0,handje
Tarwebrood volkoren gem v fijn en grof m zaden,274.0,12.5,35.5,7.4,7.9,0.0,0.0,
Tarwebrood bruin m zaden,276.0,11.3,38.9,6.9,6.4,150.0,0.0,stuk
Ontbijtproduct All-Bran flakes Kellogg's,356.0,11.0,66.0,2.0,15.0,0.0,0.0,
Chips/Kroepoek cassave,474.0,1.4,67.5,21.4,2.7,0.0,0.0,
Tarwemaisbrood wit m zonnebloempitten,307.0,11.8,40.5,9.8,5.0,0.0,0.0,
Sla rode,18.0,1.3,2.3,0.2,0.9,0.0,0.0,
Kool rode m appeltjes blik/glas,58.0,0.8,11.9,0.3,2.2,135.0,0.0,stuk
Margarineproduct Albert Heijn Balans,405.0,0.0,0.0,45.0,0.0,60.0,0.0,
Margarineproduct vloeibaar <60% vet <17 g verz vetz,507.0,0.3,0.3,56.0,0.5,60.0,0.0,
Margarineproduct vloeibaar <60% vet <17 g verz vetz,507.0,0.3,0.3,56.0,0.5,60.0,0.0,
Biscuit meergranen- Evergreen crunchy,395.0,6.6,59.7,12.3,9.5,150.0,0.0,stuk
Meringue,382.0,0.5,95.0,0.0,0.0,0.0,0.0,
Donut m glazuur,358.0,5.4,40.8,19.0,1.0,0.0,0.0,
Wafel Luikse m chocolade,457.0,5.8,55.8,22.9,2.3,150.0,0.0,stuk
IJsthee m suiker 4-<5 g KH,18.0,0.0,4.5,0.0,0.0,150.0,125.0,kopje
Wortel bospeen,31.0,0.9,5.0,0.3,2.5,95.0,0.0,stuk
Wortel winterpeen,34.0,0.6,5.7,0.3,3.3,95.0,0.0,stuk
Tomaat tros-,22.0,0.7,3.0,0.5,1.2,100.0,0.0,stuk
Tomaat kers-,30.0,0.9,3.9,0.8,1.9,100.0,0.0,stuk
Tomaat vlees-,19.0,0.6,2.3,0.5,1.3,100.0,0.0,stuk
Tomaat gem,25.0,0.8,3.4,0.6,1.6,100.0,0.0,stuk
Sla rucola,22.0,3.6,0.0,0.4,1.9,0.0,0.0,
Ui sla-,31.0,1.5,4.2,0.4,2.4,150.0,0.0,stuk
Komkommer m schil,13.0,0.7,1.3,0.4,0.6,400.0,0.0,stuk
Paprika gele,25.0,0.7,3.9,0.2,2.5,150.0,0.0,stuk
Paprika gem,25.0,0.8,4.2,0.1,1.9,150.0,0.0,stuk
Peer m schil,55.0,0.2,11.7,0.3,2.2,140.0,0.0,stuk
Druiven blauwe m schil,75.0,0.6,16.8,0.1,2.1,5.0,0.0,stuk
Druiven witte m schil,76.0,0.5,16.9,0.4,1.4,5.0,0.0,stuk
Appel Elstar m schil,55.0,0.3,12.0,0.2,1.9,135.0,0.0,stuk
Appel Elstar z schil,55.0,0.2,12.4,0.2,1.5,135.0,0.0,stuk
Appel Jonagold m schil,55.0,0.2,12.1,0.2,2.0,135.0,0.0,stuk
Appel Jonagold z schil,52.0,0.2,11.6,0.1,1.7,135.0,0.0,stuk
Sap sinaasappel- vers geperst,44.0,0.6,9.1,0.1,0.3,130.0,200.0,stuk
Kaas Goudse 48+ jong,364.0,22.8,0.0,29.6,0.0,0.0,0.0,
Kaas Goudse 48+ jong belegen,370.0,22.7,0.0,29.9,0.0,0.0,0.0,
Kaas Goudse 48+ belegen,377.0,22.5,0.0,30.8,0.0,0.0,0.0,
Kaas Goudse 48+ oud,414.0,24.6,0.1,33.7,0.0,0.0,0.0,
Melk chocolade- automaat,66.0,3.0,10.8,1.0,1.2,100.0,200.0,glas
Koek gevulde m roomboter,415.0,7.1,58.7,16.5,1.9,0.0,0.0,
Koek gevulde z roomboter,406.0,5.2,61.7,14.9,2.1,0.0,0.0,
Speculaas m roomboter,484.0,5.5,65.2,21.7,3.0,0.0,0.0,
Speculaas z roomboter,467.0,5.0,65.1,20.1,3.0,0.0,0.0,
Pangasius bereid in magnetron z toev,89.0,18.6,0.0,1.6,0.0,60.0,0.0,
Worst ossen-,166.0,18.6,1.1,9.4,1.2,0.0,0.0,
Ei kippen- scharrel,132.0,12.3,0.2,9.1,0.0,60.0,0.0,
Ei kippen- biologisch,135.0,12.3,0.2,9.5,0.0,60.0,0.0,
Ei kippen- mais,129.0,12.2,0.2,8.8,0.0,60.0,0.0,
Biscuit tarwe-/digestive- m chocolade,488.0,6.5,63.8,22.2,3.3,150.0,0.0,stuk
Vlaai appelkruimel-,304.0,3.9,45.6,11.4,1.9,150.0,0.0,stuk
Vlaai wener bodem m bakkersroom,295.0,4.1,33.0,16.0,1.6,8.0,0.0,
Vlaai zachte bodem m bakkersroom,253.0,3.5,30.8,12.5,1.4,8.0,0.0,
Tarwebrood volkoren grof,235.0,11.3,38.6,2.5,6.8,0.0,0.0,
Meergranenbrood wit m zaden,267.0,12.5,40.4,5.0,5.4,0.0,0.0,
Meergranenbrood bruin m zaden,254.0,12.2,37.5,4.6,7.2,150.0,0.0,stuk
Tarwemaisbrood wit,262.0,10.9,44.2,3.5,4.7,0.0,0.0,
Tarwebrood gem v bruin en volkoren m pompoenpitten,254.0,13.9,33.3,5.5,7.8,150.0,0.0,stuk
Tarwebrood gem v bruin en volkoren m zonnebloempitten,272.0,12.5,36.0,6.7,8.7,150.0,0.0,stuk
Tarwedesembrood volkoren,235.0,9.3,40.5,2.6,6.0,0.0,0.0,
Tarwe ciabatta wit ongevuld,255.0,9.1,48.9,1.8,3.3,0.0,0.0,
Tarwebrood wit pita,245.0,8.6,50.1,0.7,2.1,0.0,0.0,
Stol m spijs z noten,276.0,7.7,53.8,2.4,3.9,0.0,0.0,handje
Stol m spijs m noten,288.0,7.8,51.9,4.3,4.8,0.0,0.0,handje
Tarwestokbrood wit,269.0,9.8,53.4,1.2,2.8,0.0,0.0,
Tarwestokbrood bruin,258.0,9.8,49.8,1.4,3.8,150.0,0.0,stuk
Tarwebroodje wit hard,277.0,10.0,54.4,1.5,2.8,0.0,0.0,
Tarwebroodje bruin hard,278.0,11.0,52.8,1.5,4.9,150.0,0.0,stuk
Tarwebroodje bruin zacht,258.0,11.0,41.9,3.9,5.3,150.0,0.0,stuk
Tarwebroodje volkoren zacht,247.0,11.3,39.4,3.3,7.5,0.0,0.0,
Meergranenbroodje bruin hard,294.0,12.9,43.8,5.9,6.8,150.0,0.0,stuk
Meergranenbroodje bruin zacht,283.0,13.4,38.7,6.8,6.4,150.0,0.0,stuk
Croissant roomboter-,414.0,9.5,42.3,22.3,2.7,0.0,0.0,
Croissant z roomboter,392.0,9.8,42.3,19.9,2.2,0.0,0.0,
Tarwekrentenbol wit,268.0,8.4,50.9,2.5,4.2,0.0,0.0,
Tarwemueslibol bruin/volkoren,290.0,10.7,43.9,6.6,5.8,150.0,0.0,stuk
Maanzaad,455.0,19.2,2.4,35.6,24.0,0.0,0.0,
Pompoenpitten,574.0,30.3,2.7,47.2,8.5,0.0,0.0,
Spijs gem,434.0,9.9,44.8,22.0,8.6,0.0,0.0,
Muesli vruchten-,357.0,9.7,64.5,4.8,8.5,0.0,0.0,
Wafel stroop- z roomboter,483.0,3.6,71.5,19.9,1.9,0.0,0.0,
Tarwebrood volkoren fijn,233.0,10.9,39.3,2.1,6.6,0.0,0.0,
Tarwekrenten/rozijnenbrood wit gem m spijs,303.0,8.2,51.3,6.2,4.6,0.0,0.0,
Tarwekrenten/rozijnenbrood wit gem,272.0,7.8,52.8,2.6,3.6,0.0,0.0,
Tarwerozijnenbrood wit m spijs,303.0,8.1,50.8,6.4,4.8,0.0,0.0,
Tarwebrood bruin tijger-,241.0,9.8,43.9,1.8,4.9,150.0,0.0,stuk
Tarwebrood wit tijger-,251.0,9.0,48.4,1.7,2.6,0.0,0.0,
Stol m spijs gem m en z noten,282.0,7.7,52.8,3.4,4.4,0.0,0.0,handje
Croissant gem,403.0,9.6,42.3,21.1,2.5,0.0,0.0,
Zout z toegevoegd jodium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Wafel stroop- m roomboter,462.0,3.9,69.0,18.6,1.3,0.0,0.0,
Tarwebrood bruin m pompoenpitten,277.0,12.3,38.2,7.1,5.4,150.0,0.0,stuk
Yoghurt vuchten-/vanille magere m zoetstof,35.0,3.4,4.8,0.0,0.1,0.0,150.0,bakje
Yoghurt stracciatella- volle,128.0,3.3,15.4,5.6,0.3,0.0,150.0,bakje
Kipschnitzel saté gepaneerd,211.0,15.1,16.8,8.9,1.7,0.0,0.0,
Varkensschnitzel sate gepaneerd,236.0,13.6,17.0,12.2,1.8,0.0,0.0,
Likeur m room 15-25 vol% alc,294.0,2.7,22.7,11.8,0.0,0.0,0.0,
Chocoladereep gevuld Kinder,567.0,8.9,52.1,35.7,1.3,0.0,0.0,
Croissant kaas-,400.0,10.6,39.1,21.8,2.3,0.0,0.0,
Siroop vruchtenlimonade- m suiker en zoetstof 10-15 g KH,47.0,0.0,11.7,0.0,0.0,150.0,0.0,stuk
Cake chocolade- m roomboter,398.0,5.8,46.2,20.6,2.1,0.0,0.0,
Aardappelbolletjes/-wafeltjes ed diepvries onbereid,175.0,2.6,24.3,6.9,2.8,135.0,0.0,stuk
IJskoffie,72.0,2.7,10.2,2.3,0.0,0.0,125.0,kopje
Worst grill- m kaas,331.0,14.3,2.7,29.3,0.0,0.0,0.0,
Bier m vruchtensmaak,52.0,0.3,6.0,0.0,0.5,0.0,250.0,glas
Kool rode m appeltjes huishoudelijk bereid,52.0,0.9,8.3,1.1,2.4,150.0,0.0,stuk
Ananas op eigen sap blik/glas,59.0,0.4,13.9,0.1,0.8,60.0,200.0,
Noten macadamia-,753.0,7.8,5.4,76.1,8.0,0.0,0.0,handje
Vruchtendrank m zuivel Taksi m zoetstof,10.0,0.1,2.3,0.0,0.1,150.0,0.0,stuk
Sap vruchten- mild multifruit m vit C,49.0,0.4,11.7,0.1,0.2,150.0,200.0,stuk
Drink soja- light verrijkt m calcium en vitamines Alpro,29.0,2.1,1.8,1.2,1.1,0.0,0.0,
Pannenkoek kaas- huishoudelijk bereid,237.0,11.3,23.3,10.8,0.5,150.0,0.0,stuk
Pannenkoek appel-rozijnen- huishoudelijk bereid,197.0,7.3,30.2,5.0,0.9,150.0,0.0,stuk
Taart appel-noten,344.0,5.5,38.8,18.1,1.8,135.0,0.0,handje
Koek stroop- m chocolade,497.0,4.0,63.7,24.9,1.4,0.0,0.0,
Pannenkoek huishoudelijk bereid m vloeibare margarine,178.0,6.0,25.1,5.9,0.6,150.0,0.0,stuk
Beignet appel-,264.0,2.5,16.7,20.5,1.1,135.0,0.0,stuk
Candybar Lion,493.0,5.5,65.5,22.9,1.3,0.0,0.0,
Dessertsaus karamel-,302.0,2.7,63.9,3.9,0.0,0.0,0.0,
Fruitsnack Knijpfruit/Slurpfruit,63.0,0.4,14.2,0.2,1.6,150.0,0.0,stuk
Brioche,338.0,8.5,50.0,11.0,2.5,0.0,0.0,
Koffie wiener melange oplos poeder,427.0,9.4,65.9,13.6,1.8,0.0,125.0,kopje
Koffie wiener melange oplos bereid,46.0,1.0,7.1,1.5,0.2,60.0,125.0,kopje
Runderrookvlees licht,116.0,22.8,0.7,2.5,0.0,0.0,0.0,
Suiker riet-,400.0,0.5,99.5,0.0,0.0,150.0,0.0,stuk
Cranberrycompote,172.0,0.4,41.9,0.1,1.2,0.0,0.0,
Noten cashew-,615.0,21.2,20.8,48.9,3.8,0.0,0.0,handje
Noten amandelen z vliesje,631.0,21.7,7.1,55.8,7.0,0.0,0.0,handje
Plantaardig alternatief voor yoghurt obv soja m suiker verrijkt m calcium en vitamines,47.0,3.7,3.6,1.9,0.6,150.0,150.0,bakje
Cranberry gedroogd,335.0,0.5,77.6,1.4,5.0,0.0,0.0,
Koek jode-,505.0,4.5,65.2,24.9,1.2,0.0,0.0,
Wafel penny-,562.0,5.8,47.0,38.5,2.0,0.0,0.0,
Cake Indische,313.0,4.3,60.8,5.7,0.7,0.0,0.0,
Biscuit digestive-,492.0,6.7,65.4,21.8,3.6,150.0,0.0,stuk
Halvarineproduct AH omega-3,345.0,0.0,0.8,38.0,0.0,0.0,0.0,
Limonade vruchten- Ocean Spray Cranberry classic,37.0,0.0,9.3,0.0,0.0,0.0,0.0,
Paardenrookvlees,103.0,21.7,0.9,1.4,0.0,0.0,0.0,
Balkenbrij,166.0,5.8,16.1,8.4,1.3,0.0,0.0,
Mais blik/glas,91.0,2.9,14.8,1.5,3.2,0.0,0.0,
Runderbraadworst gebakken,228.0,23.8,0.3,14.6,0.1,0.0,0.0,
Runderborstlappen bereid,217.0,36.8,0.0,7.7,0.0,60.0,0.0,
Vink runder- gebakken,223.0,22.4,0.5,14.5,0.0,0.0,0.0,
Runder T-bone steak bereid,254.0,33.6,0.0,13.3,0.0,60.0,0.0,
Runder ribeye steak bereid,214.0,29.6,0.0,10.6,0.0,60.0,0.0,
Shoarmavlees varkens- bereid,239.0,28.2,0.6,13.8,0.1,60.0,0.0,
Spek rook- mager bereid,379.0,23.1,0.0,31.9,0.0,60.0,0.0,
Spareribs varkens- bereid,249.0,29.5,0.1,14.5,0.1,60.0,0.0,
Varkenspoulet bereid,280.0,37.4,0.0,14.5,0.1,60.0,0.0,
